address_name,enforcement_proceedings,property_type,inspections_opendate,inspections_closeddate,violations_item_number,date_num,violation
Sheppard,No,High Rise,2022-12-06,2024-02-15,9,436,1
Sheppard,No,High Rise,2022-12-06,2024-02-15,11,436,1
Leader,No,High Rise,2022-10-18,2024-01-03,5,442,1
Leader,No,High Rise,2022-10-18,2024-01-03,10,442,1
Martha Eaton,No,High Rise,2023-01-05,2024-07-26,5,568,1
Dunn,No,Low Rise,2023-01-05,2024-03-28,7,448,1
St Clair,Yes,Low Rise,2023-01-12,2024-04-16,1,460,1
Warden,Yes,Rooming House,2022-11-23,2024-04-12,2,506,1
Melbourne,No,Low Rise,2022-12-06,2024-07-31,2,603,1
Melbourne,No,Low Rise,2022-12-06,2024-07-31,6,603,1
Sheppard,No,High Rise,2022-11-25,2024-02-15,2,447,1
Sheppard,No,High Rise,2022-11-25,2024-02-15,4,447,1
Palmerston,No,Low Rise,2022-11-29,2024-02-13,3,441,1
Spadina,No,Rooming House,2023-02-17,2024-04-23,3,431,1
Rosemount,Yes,Rooming House,2022-09-01,2024-08-30,1,729,1
Rosemount,Yes,Rooming House,2022-09-01,2024-08-30,3,729,1
Rosemount,Yes,Rooming House,2022-09-01,2024-08-30,7,729,1
Richview,No,High Rise,2023-01-18,2024-02-20,2,398,1
Richview,No,High Rise,2023-01-18,2024-02-20,9,398,1
William Morgan,No,High Rise,2023-10-03,2024-01-17,3,106,1
Yorkville,No,High Rise,2024-03-21,2024-05-08,0,48,0
Christie,No,High Rise,2023-06-19,2024-01-10,6,205,1
Elm,No,High Rise,2023-05-03,2024-01-15,5,257,1
Elm,No,High Rise,2023-05-03,2024-01-15,8,257,1
Sheppard,No,High Rise,2022-11-25,2024-02-15,3,447,1
Trent,No,High Rise,2023-06-28,2024-08-13,2,412,1
Trent,No,High Rise,2023-06-28,2024-08-13,4,412,1
Trent,No,High Rise,2023-06-28,2024-08-13,7,412,1
Trent,No,High Rise,2023-06-28,2024-08-13,14,412,1
Danforth,No,High Rise,2023-05-11,2024-03-15,2,309,1
Secord,No,High Rise,2023-12-08,2024-01-22,1,45,1
Secord,No,High Rise,2023-12-08,2024-01-22,2,45,1
Crescent,No,High Rise,2023-06-08,2024-01-09,1,215,1
Crescent,No,High Rise,2023-06-08,2024-01-09,2,215,1
Crescent,No,High Rise,2023-06-08,2024-01-09,3,215,1
Ridelle,No,High Rise,2023-12-18,2024-02-28,2,72,1
Brian Peck,No,High Rise,2023-05-04,2024-04-12,6,344,1
Brian Peck,No,High Rise,2023-05-04,2024-04-12,10,344,1
The West Mall,No,High Rise,2023-02-09,2024-01-23,2,348,1
The West Mall,No,High Rise,2023-02-09,2024-01-23,3,348,1
Rosemount,Yes,Rooming House,2022-09-01,2024-08-30,10,729,1
Bellair,No,High Rise,2024-04-30,2024-10-03,2,156,1
Avenue,No,High Rise,2024-03-20,2024-04-16,0,27,0
Eglinton,Yes,High Rise,2022-09-09,2024-05-30,4,629,1
Victoria Park,Yes,Rooming House,2022-09-12,2024-05-22,2,618,1
Dowling,No,Low Rise,2022-12-02,2024-05-08,13,523,1
Dowling,No,Low Rise,2022-12-02,2024-05-08,15,523,1
Dowling,No,Low Rise,2022-12-02,2024-05-08,16,523,1
Cosburn,No,Rooming House,2022-12-06,2024-03-13,4,463,1
Dufferin,No,High Rise,2023-04-25,2024-01-09,3,259,1
Dufferin,No,High Rise,2023-04-25,2024-01-09,4,259,1
Lotherton,No,High Rise,2023-12-20,2024-02-05,1,47,1
Massey,No,High Rise,2023-07-26,2024-03-26,3,244,1
Park Vista,No,High Rise,2023-09-28,2024-01-17,2,111,1
Massey,No,High Rise,2023-07-26,2024-03-27,5,245,1
Danforth,No,High Rise,2023-09-28,2024-07-09,4,285,1
Danforth,No,High Rise,2023-09-28,2024-07-09,8,285,1
Earlsdale,No,Low Rise,2023-01-17,2024-01-04,2,352,1
Earlsdale,No,Low Rise,2023-01-17,2024-01-04,3,352,1
Earlsdale,No,Low Rise,2023-01-17,2024-01-04,5,352,1
Norwood,No,Rooming House,2023-11-07,2024-05-07,3,182,1
Richview,No,High Rise,2023-01-18,2024-02-20,3,398,1
Richview,No,High Rise,2023-01-18,2024-02-20,5,398,1
Hollydene,Yes,Low Rise,2022-12-20,2024-10-24,13,674,1
Pembroke,Yes,Rooming House,2023-01-10,2024-07-03,7,540,1
Pembroke,Yes,Rooming House,2023-01-10,2024-07-03,8,540,1
Quebec,No,High Rise,2022-12-01,2024-01-03,4,398,1
Quebec,No,High Rise,2022-12-07,2024-01-03,9,392,1
Covington,No,High Rise,2023-03-01,2024-02-09,5,345,1
Dufferin,No,High Rise,2023-11-17,2024-02-09,5,84,1
Scottfield,No,High Rise,2023-09-29,2024-04-03,4,187,1
Walmer,No,High Rise,2023-02-01,2024-02-29,3,393,1
Walmer,No,High Rise,2023-02-01,2024-02-29,7,393,1
Dundas,No,High Rise,2023-02-09,2024-05-03,6,449,1
Jameson,No,High Rise,2023-02-28,2024-09-03,2,553,1
Lawrence,No,High Rise,2023-01-26,2024-05-22,2,482,1
Eglinton,Yes,High Rise,2022-09-09,2024-05-30,6,629,1
Victoria Park,Yes,Rooming House,2022-09-12,2024-05-22,4,618,1
William Morgan,No,High Rise,2023-10-03,2024-01-17,2,106,1
Thorncliffe Park,No,High Rise,2023-10-10,2024-04-17,3,190,1
Thorncliffe Park,No,High Rise,2023-10-10,2024-04-17,4,190,1
Brian Peck,No,High Rise,2023-05-04,2024-04-12,9,344,1
Brian Peck,No,High Rise,2023-05-04,2024-04-12,12,344,1
Hollydene,Yes,Low Rise,2022-12-20,2024-10-24,3,674,1
Hollydene,Yes,Low Rise,2022-12-20,2024-10-24,4,674,1
Soudan,No,High Rise,2022-12-20,2024-04-05,1,472,1
Soudan,No,High Rise,2022-12-20,2024-04-05,9,472,1
Stavely,Yes,Low Rise,2022-12-20,2024-06-05,2,533,1
Alton Towers,No,High Rise,2023-09-20,2024-01-23,7,125,1
Dundas,No,High Rise,2023-02-28,2024-08-08,3,527,1
Dundas,No,High Rise,2023-02-28,2024-08-08,5,527,1
Woodbine,No,High Rise,2023-12-07,2024-04-15,1,130,1
Woodbine,No,High Rise,2023-12-07,2024-04-15,2,130,1
Trent,No,High Rise,2023-06-28,2024-08-13,19,412,1
O'Connor,No,High Rise,2023-11-23,2024-02-13,0,82,0
Sunrise,No,High Rise,2023-05-19,2024-02-14,1,271,1
Halsey,No,High Rise,2023-12-11,2024-08-06,2,239,1
Danforth,No,High Rise,2023-05-11,2024-03-15,4,309,1
Massey,No,High Rise,2023-07-26,2024-03-26,5,244,1
Massey,No,High Rise,2023-07-26,2024-03-27,6,245,1
Park Vista,No,High Rise,2023-09-28,2024-01-19,2,113,1
Massey,No,High Rise,2023-07-26,2024-03-27,1,245,1
Earlsdale,No,Low Rise,2023-01-17,2024-01-04,1,352,1
Soudan,No,High Rise,2022-12-20,2024-04-05,4,472,1
Quebec,No,Low Rise,2023-01-09,2024-08-22,2,591,1
Keele,No,High Rise,2023-01-03,2024-01-31,2,393,1
Martha Eaton,No,High Rise,2023-01-05,2024-07-26,8,568,1
Martha Eaton,No,High Rise,2023-01-05,2024-07-26,10,568,1
Bamburgh,No,High Rise,2023-04-17,2024-03-12,3,330,1
Oakridge,Yes,Low Rise,2022-09-30,2024-03-28,2,545,1
Wexford,Yes,Rooming House,2022-10-05,2024-10-23,9,749,1
Lawrence,No,High Rise,2023-01-26,2024-05-22,3,482,1
Spadina,No,Rooming House,2023-02-17,2024-04-23,1,431,1
Oakridge,Yes,Low Rise,2022-09-30,2024-03-28,8,545,1
Oakridge,Yes,Low Rise,2022-09-30,2024-03-28,9,545,1
Wexford,Yes,Rooming House,2022-10-05,2024-10-23,8,749,1
Danforth,No,High Rise,2023-05-11,2024-03-15,5,309,1
Crescent,No,High Rise,2023-06-08,2024-01-09,5,215,1
Crescent,No,High Rise,2023-06-08,2024-01-09,6,215,1
Covington,No,High Rise,2023-03-01,2024-02-09,3,345,1
Dufferin,No,High Rise,2023-11-17,2024-02-09,3,84,1
Dufferin,No,High Rise,2023-11-17,2024-02-09,4,84,1
Keele,No,High Rise,2023-01-03,2024-01-31,1,393,1
Harding,No,High Rise,2023-01-04,2024-01-17,5,378,1
Harding,No,High Rise,2023-01-04,2024-01-17,6,378,1
Harding,No,High Rise,2023-01-04,2024-01-17,7,378,1
Spencer,Yes,Low Rise,2022-10-06,2024-05-10,1,582,1
Spencer,Yes,Low Rise,2022-10-12,2024-05-10,5,576,1
Parma,No,High Rise,2023-11-24,2024-01-30,3,67,1
Trent,No,High Rise,2023-06-28,2024-08-13,10,412,1
Trent,No,High Rise,2023-06-28,2024-08-13,12,412,1
Yonge,No,High Rise,2023-06-20,2024-07-16,1,392,1
Beecroft,No,High Rise,2023-05-18,2024-03-01,6,288,1
Scottfield,No,High Rise,2023-09-29,2024-04-03,1,187,1
Walmer,No,High Rise,2023-02-01,2024-02-29,6,393,1
Jameson,No,High Rise,2023-02-28,2024-09-03,4,553,1
Alton Towers,No,High Rise,2023-11-01,2024-07-11,7,253,1
Alton Towers,No,High Rise,2023-09-20,2024-01-23,2,125,1
Alton Towers,No,High Rise,2023-09-20,2024-01-23,5,125,1
Martha Eaton,No,High Rise,2023-01-05,2024-07-26,4,568,1
Martha Eaton,No,High Rise,2023-01-05,2024-07-26,6,568,1
Gerrard,No,High Rise,2022-10-13,2024-02-29,1,504,1
Trent,No,High Rise,2023-06-28,2024-08-13,16,412,1
Trent,No,High Rise,2023-06-28,2024-08-13,22,412,1
Trent,No,High Rise,2023-06-28,2024-08-13,24,412,1
Park Vista,No,High Rise,2023-11-23,2024-01-12,0,50,0
Crescent,No,High Rise,2023-06-08,2024-01-09,7,215,1
Ridelle,No,High Rise,2023-12-18,2024-02-28,1,72,1
Ridelle,No,High Rise,2023-12-18,2024-02-28,5,72,1
Dufferin,No,High Rise,2023-03-15,2024-06-04,3,447,1
Lotherton,No,High Rise,2023-12-20,2024-02-05,2,47,1
Lotherton,No,High Rise,2023-12-20,2024-02-05,3,47,1
Dundas,No,High Rise,2023-02-28,2024-08-08,2,527,1
Bridletowne,No,High Rise,2023-04-28,2024-02-01,3,279,1
Bridletowne,No,High Rise,2023-04-28,2024-02-01,5,279,1
Bridletowne,No,High Rise,2023-04-28,2024-02-01,7,279,1
Bridletowne,No,High Rise,2023-04-28,2024-02-01,10,279,1
Yonge,No,High Rise,2023-06-20,2024-07-16,5,392,1
Beecroft,No,High Rise,2023-05-18,2024-03-01,2,288,1
Yonge,No,High Rise,2023-06-20,2024-07-16,6,392,1
Pemberton,No,High Rise,2023-11-21,2024-01-31,2,71,1
Hollywood,No,High Rise,2023-07-13,2024-06-04,4,327,1
Yonge,No,High Rise,2023-07-18,2024-01-26,0,192,0
St George,No,High Rise,2023-06-16,2024-01-10,2,208,1
Christie,No,High Rise,2023-06-19,2024-01-10,5,205,1
Elm,No,High Rise,2023-05-03,2024-01-15,1,257,1
Elm,No,High Rise,2023-05-03,2024-01-15,6,257,1
Hillsboro,No,High Rise,2023-12-08,2024-01-29,0,52,0
Sommerset,No,High Rise,2023-06-20,2024-03-25,3,279,1
Pemberton,No,High Rise,2023-11-23,2024-01-31,6,69,1
Sumach,No,Low Rise,2022-10-11,2024-05-10,1,577,1
Sumach,No,Low Rise,2022-10-11,2024-05-10,2,577,1
Sumach,No,Low Rise,2022-10-11,2024-05-10,3,577,1
Old Sheppard,No,High Rise,2022-10-20,2024-05-28,2,586,1
Old Sheppard,No,High Rise,2022-10-20,2024-05-28,4,586,1
Lorraine,No,High Rise,2023-07-18,2024-09-06,1,416,1
Lorraine,No,High Rise,2023-07-18,2024-09-06,4,416,1
Finch,No,Low Rise,2023-02-07,2024-06-25,9,504,1
Martha Eaton,No,High Rise,2023-01-11,2024-07-26,4,562,1
St George,No,High Rise,2023-06-16,2024-01-10,5,208,1
Covington,No,High Rise,2023-03-01,2024-02-09,2,345,1
Covington,No,High Rise,2023-03-01,2024-02-09,6,345,1
Dufferin,No,High Rise,2023-11-17,2024-02-09,1,84,1
Scottfield,No,High Rise,2023-09-29,2024-04-03,3,187,1
Walmer,No,High Rise,2023-02-01,2024-02-29,2,393,1
Walmer,No,High Rise,2023-02-01,2024-02-29,10,393,1
Lorraine,No,High Rise,2023-07-18,2024-09-06,12,416,1
Jarvis,No,Low Rise,2023-02-08,2024-02-14,3,371,1
York Mills,No,Low Rise,2023-02-08,2024-06-04,5,482,1
York Mills,No,Low Rise,2023-02-08,2024-06-04,12,482,1
St Clair,Yes,Low Rise,2022-11-08,2024-10-08,3,700,1
Carlton,No,Low Rise,2022-10-25,2024-10-17,1,723,1
Hillsboro,No,High Rise,2023-12-08,2024-01-29,0,52,0
Jarvis,No,Low Rise,2023-02-08,2024-02-14,2,371,1
York Mills,No,Low Rise,2023-02-08,2024-06-04,10,482,1
Prudential,No,High Rise,2023-02-17,2024-01-03,2,320,1
Prudential,No,High Rise,2023-02-17,2024-01-03,5,320,1
Prudential,No,High Rise,2023-02-17,2024-01-03,9,320,1
Prudential,No,High Rise,2023-02-17,2024-01-03,10,320,1
Palmerston,Yes,Low Rise,2023-02-09,2024-04-30,3,446,1
Dundas,No,High Rise,2023-02-09,2024-05-03,3,449,1
Kimbercroft,No,High Rise,2023-02-08,2024-01-10,1,336,1
Gabian,No,High Rise,2023-02-02,2024-04-10,5,433,1
Dundas,No,High Rise,2023-02-28,2024-08-08,1,527,1
Dundas,No,High Rise,2023-02-28,2024-08-08,8,527,1
Carabob,No,High Rise,2023-02-07,2024-08-28,2,568,1
Richview,No,High Rise,2023-01-18,2024-02-20,1,398,1
Richview,No,High Rise,2023-01-18,2024-02-20,4,398,1
Palmerston,Yes,Low Rise,2023-02-09,2024-04-30,1,446,1
Palmerston,Yes,Low Rise,2023-02-09,2024-04-30,5,446,1
Palmerston,Yes,Low Rise,2023-02-09,2024-04-30,6,446,1
Palmerston,Yes,Low Rise,2023-02-09,2024-04-30,7,446,1
Cedarcroft,No,High Rise,2023-05-23,2024-02-13,2,266,1
Keele,No,High Rise,2023-09-13,2024-02-08,1,148,1
Jane,No,High Rise,2023-04-25,2024-02-12,4,293,1
Lisgar,No,High Rise,2023-03-09,2024-03-01,2,358,1
Lisgar,No,High Rise,2023-03-09,2024-03-01,6,358,1
St Clair,Yes,Low Rise,2022-11-08,2024-10-08,9,700,1
Carlton,No,Low Rise,2022-10-25,2024-10-17,3,723,1
Eddystone,Yes,Low Rise,2022-10-27,2024-06-18,3,600,1
Eddystone,Yes,Low Rise,2022-10-27,2024-06-18,4,600,1
Ordnance,Yes,High Rise,2022-10-27,2024-01-16,1,446,1
Bridletowne,No,High Rise,2023-06-22,2024-05-21,5,334,1
Bridletowne,No,High Rise,2023-06-22,2024-05-21,6,334,1
Bamburgh,No,High Rise,2023-04-17,2024-03-12,5,330,1
Bridletowne,No,High Rise,2023-04-28,2024-02-01,2,279,1
Erskine,No,High Rise,2023-09-28,2024-01-11,3,105,1
Eglinton,No,High Rise,2023-05-29,2024-01-16,4,232,1
The West Mall,No,High Rise,2023-02-09,2024-01-23,5,348,1
The West Mall,No,High Rise,2023-02-09,2024-01-23,8,348,1
Steeles,No,High Rise,2023-09-08,2024-02-09,1,154,1
Canyon,No,High Rise,2023-05-23,2024-02-13,2,266,1
Lake Shore,No,High Rise,2023-07-06,2024-01-05,2,183,1
Summerhill,No,High Rise,2023-10-17,2024-03-12,1,147,1
Islington,No,High Rise,2023-03-28,2024-05-21,1,420,1
Queen,Yes,Low Rise,2022-11-04,2024-02-21,1,474,1
Thorncliffe Park,No,High Rise,2023-10-10,2024-04-17,2,190,1
Thorncliffe Park,No,High Rise,2023-10-10,2024-04-17,5,190,1
Thorncliffe Park,No,High Rise,2023-10-10,2024-04-17,8,190,1
Beecroft,No,High Rise,2023-05-18,2024-03-01,5,288,1
Yonge,No,High Rise,2023-06-20,2024-07-16,1,392,1
Sommerset,No,High Rise,2023-06-20,2024-03-25,5,279,1
Massey,No,High Rise,2023-07-26,2024-03-26,6,244,1
Park Vista,No,High Rise,2023-09-28,2024-01-19,1,113,1
Massey,No,High Rise,2023-07-26,2024-03-27,4,245,1
